prime,resonance,mod12,gap,nearest_target,distance
677461,0.000000,1,10,78125,599336.0
677471,0.000000,11,2,78125,599346.0
677473,0.000000,1,58,78125,599348.0
677531,0.000000,11,2,78125,599406.0
677533,0.000000,1,6,78125,599408.0
677539,0.000000,7,4,78125,599414.0
677543,0.000000,11,18,78125,599418.0
677561,0.000000,5,2,78125,599436.0
677563,0.000000,7,24,78125,599438.0
677587,0.000000,7,40,78125,599462.0
677627,0.000000,11,12,78125,599502.0
677639,0.000000,11,8,78125,599514.0
677647,0.000000,7,10,78125,599522.0
677657,0.000000,5,24,78125,599532.0
677681,0.000000,5,2,78125,599556.0
677683,0.000000,7,4,78125,599558.0
677687,0.000000,11,30,78125,599562.0
677717,0.000000,5,20,78125,599592.0
677737,0.000000,1,30,78125,599612.0
677767,0.000000,7,12,78125,599642.0
677779,0.000000,7,4,78125,599654.0
677783,0.000000,11,8,78125,599658.0
677791,0.000000,7,22,78125,599666.0
677813,0.000000,5,14,78125,599688.0
677827,0.000000,7,30,78125,599702.0
677857,0.000000,1,34,78125,599732.0
677891,0.000000,11,36,78125,599766.0
677927,0.000000,11,20,78125,599802.0
677947,0.000000,7,6,78125,599822.0
677953,0.000000,1,6,78125,599828.0
677959,0.000000,7,24,78125,599834.0
677983,0.000000,7,40,78125,599858.0
678023,0.000000,11,14,78125,599898.0
678037,0.000000,1,10,78125,599912.0
678047,0.000000,11,14,78125,599922.0
678061,0.000000,1,16,78125,599936.0
678077,0.000000,5,24,78125,599952.0
678101,0.000000,5,2,78125,599976.0
678103,0.000000,7,30,78125,599978.0
678133,0.000000,1,24,78125,600008.0
678157,0.000000,1,12,78125,600032.0
678169,0.000000,1,10,78125,600044.0
678179,0.000000,11,12,78125,600054.0
678191,0.000000,11,8,78125,600066.0
678199,0.000000,7,4,78125,600074.0
678203,0.000000,11,8,78125,600078.0
678211,0.000000,7,6,78125,600086.0
678217,0.000000,1,4,78125,600092.0
678221,0.000000,5,8,78125,600096.0
678229,0.000000,1,24,78125,600104.0
678253,0.000000,1,36,78125,600128.0
678289,0.000000,1,10,78125,600164.0
678299,0.000000,11,30,78125,600174.0
678329,0.000000,5,12,78125,600204.0
678341,0.000000,5,2,78125,600216.0
678343,0.000000,7,24,78125,600218.0
678367,0.000000,7,4,78125,600242.0
678371,0.000000,11,12,78125,600246.0
678383,0.000000,11,18,78125,600258.0
678401,0.000000,5,6,78125,600276.0
678407,0.000000,11,2,78125,600282.0
678409,0.000000,1,4,78125,600284.0
678413,0.000000,5,8,78125,600288.0
678421,0.000000,1,16,78125,600296.0
678437,0.000000,5,14,78125,600312.0
678451,0.000000,7,12,78125,600326.0
678463,0.000000,7,16,78125,600338.0
678479,0.000000,11,2,78125,600354.0
678481,0.000000,1,12,78125,600356.0
678493,0.000000,1,6,78125,600368.0
678499,0.000000,7,34,78125,600374.0
678533,0.000000,5,8,78125,600408.0
678541,0.000000,1,12,78125,600416.0
678553,0.000000,1,10,78125,600428.0
678563,0.000000,11,14,78125,600438.0
678577,0.000000,1,4,78125,600452.0
678581,0.000000,5,12,78125,600456.0
678593,0.000000,5,6,78125,600468.0
678599,0.000000,11,8,78125,600474.0
678607,0.000000,7,4,78125,600482.0
678611,0.000000,11,20,78125,600486.0
678631,0.000000,7,6,78125,600506.0
678637,0.000000,1,4,78125,600512.0
678641,0.000000,5,6,78125,600516.0
678647,0.000000,11,2,78125,600522.0
678649,0.000000,1,4,78125,600524.0
678653,0.000000,5,6,78125,600528.0
678659,0.000000,11,60,78125,600534.0
678719,0.000000,11,2,78125,600594.0
678721,0.000000,1,10,78125,600596.0
678731,0.000000,11,8,78125,600606.0
678739,0.000000,7,10,78125,600614.0
678749,0.000000,5,8,78125,600624.0
678757,0.000000,1,4,78125,600632.0
678761,0.000000,5,2,78125,600636.0
678763,0.000000,7,4,78125,600638.0
678767,0.000000,11,6,78125,600642.0
678773,0.000000,5,6,78125,600648.0
678779,0.000000,11,30,78125,600654.0
678809,0.000000,5,14,78125,600684.0
678823,0.000000,7,6,78125,600698.0
678829,0.000000,1,4,78125,600704.0
678833,0.000000,5,26,78125,600708.0
678859,0.000000,7,12,78125,600734.0
678871,0.000000,7,12,78125,600746.0
678883,0.000000,7,18,78125,600758.0
678901,0.000000,1,6,78125,600776.0
678907,0.000000,7,34,78125,600782.0
678941,0.000000,5,2,78125,600816.0
678943,0.000000,7,6,78125,600818.0
678949,0.000000,1,10,78125,600824.0
678959,0.000000,11,12,78125,600834.0
678971,0.000000,11,18,78125,600846.0
678989,0.000000,5,44,78125,600864.0
679033,0.000000,1,4,78125,600908.0
679037,0.000000,5,2,78125,600912.0
679039,0.000000,7,12,78125,600914.0
679051,0.000000,7,16,78125,600926.0
679067,0.000000,11,20,78125,600942.0
679087,0.000000,7,24,78125,600962.0
679111,0.000000,7,12,78125,600986.0
679123,0.000000,7,4,78125,600998.0
679127,0.000000,11,26,78125,601002.0
679153,0.000000,1,4,78125,601028.0
679157,0.000000,5,12,78125,601032.0
679169,0.000000,5,2,78125,601044.0
679171,0.000000,7,12,78125,601046.0
679183,0.000000,7,24,78125,601058.0
679207,0.000000,7,12,78125,601082.0
679219,0.000000,7,4,78125,601094.0
679223,0.000000,11,6,78125,601098.0
679229,0.000000,5,20,78125,601104.0
679249,0.000000,1,28,78125,601124.0
679277,0.000000,5,2,78125,601152.0
679279,0.000000,7,18,78125,601154.0
679297,0.000000,1,12,78125,601172.0
679309,0.000000,1,10,78125,601184.0
679319,0.000000,11,14,78125,601194.0
679333,0.000000,1,28,78125,601208.0
679361,0.000000,5,2,78125,601236.0
679363,0.000000,7,6,78125,601238.0
679369,0.000000,1,4,78125,601244.0
679373,0.000000,5,8,78125,601248.0
679381,0.000000,1,22,78125,601256.0
679403,0.000000,11,6,78125,601278.0
679409,0.000000,5,8,78125,601284.0
679417,0.000000,1,6,78125,601292.0
679423,0.000000,7,10,78125,601298.0
679433,0.000000,5,18,78125,601308.0
679451,0.000000,11,12,78125,601326.0
679463,0.000000,11,24,78125,601338.0
679487,0.000000,11,14,78125,601362.0
679501,0.000000,1,16,78125,601376.0
679517,0.000000,5,2,78125,601392.0
679519,0.000000,7,12,78125,601394.0
679531,0.000000,7,6,78125,601406.0
679537,0.000000,1,24,78125,601412.0
679561,0.000000,1,36,78125,601436.0
679597,0.000000,1,6,78125,601472.0
679603,0.000000,7,4,78125,601478.0
679607,0.000000,11,26,78125,601482.0
679633,0.000000,1,6,78125,601508.0
679639,0.000000,7,30,78125,601514.0
679669,0.000000,1,12,78125,601544.0
679681,0.000000,1,10,78125,601556.0
679691,0.000000,11,8,78125,601566.0
679699,0.000000,7,10,78125,601574.0
679709,0.000000,5,24,78125,601584.0
679733,0.000000,5,8,78125,601608.0
679741,0.000000,1,6,78125,601616.0
679747,0.000000,7,4,78125,601622.0
679751,0.000000,11,2,78125,601626.0
679753,0.000000,1,28,78125,601628.0
679781,0.000000,5,12,78125,601656.0
679793,0.000000,5,14,78125,601668.0
679807,0.000000,7,16,78125,601682.0
679823,0.000000,11,6,78125,601698.0
679829,0.000000,5,8,78125,601704.0
679837,0.000000,1,6,78125,601712.0
679843,0.000000,7,16,78125,601718.0
679859,0.000000,11,8,78125,601734.0
679867,0.000000,7,12,78125,601742.0
679879,0.000000,7,4,78125,601754.0
679883,0.000000,11,8,78125,601758.0
679891,0.000000,7,6,78125,601766.0
679897,0.000000,1,10,78125,601772.0
679907,0.000000,11,2,78125,601782.0
679909,0.000000,1,10,78125,601784.0
679919,0.000000,11,14,78125,601794.0
679933,0.000000,1,18,78125,601808.0
679951,0.000000,7,6,78125,601826.0
679957,0.000000,1,4,78125,601832.0
679961,0.000000,5,8,78125,601836.0
679969,0.000000,1,12,78125,601844.0
679981,0.000000,1,12,78125,601856.0
679993,0.000000,1,6,78125,601868.0
679999,0.000000,7,4,78125,601874.0
680003,0.000000,11,24,78125,601878.0
680027,0.000000,11,12,78125,601902.0
680039,0.000000,11,20,78125,601914.0
680059,0.000000,7,18,78125,601934.0
680077,0.000000,1,4,78125,601952.0
680081,0.000000,5,2,78125,601956.0
680083,0.000000,7,24,78125,601958.0
680107,0.000000,7,16,78125,601982.0
680123,0.000000,11,6,78125,601998.0
680129,0.000000,5,30,78125,602004.0
680159,0.000000,11,2,78125,602034.0
680161,0.000000,1,16,78125,602036.0
680177,0.000000,5,12,78125,602052.0
680189,0.000000,5,14,78125,602064.0
680203,0.000000,7,6,78125,602078.0
680209,0.000000,1,4,78125,602084.0
680213,0.000000,5,24,78125,602088.0
680237,0.000000,5,12,78125,602112.0
680249,0.000000,5,14,78125,602124.0
680263,0.000000,7,28,78125,602138.0
680291,0.000000,11,2,78125,602166.0
680293,0.000000,1,4,78125,602168.0
680297,0.000000,5,2,78125,602172.0
680299,0.000000,7,22,78125,602174.0
680321,0.000000,5,6,78125,602196.0
680327,0.000000,11,14,78125,602202.0
680341,0.000000,1,6,78125,602216.0
680347,0.000000,7,6,78125,602222.0
680353,0.000000,1,24,78125,602228.0
680377,0.000000,1,10,78125,602252.0
680387,0.000000,11,12,78125,602262.0
680399,0.000000,11,2,78125,602274.0
680401,0.000000,1,10,78125,602276.0
680411,0.000000,11,6,78125,602286.0
680417,0.000000,5,14,78125,602292.0
680431,0.000000,7,10,78125,602306.0
680441,0.000000,5,2,78125,602316.0
680443,0.000000,7,10,78125,602318.0
680453,0.000000,5,36,78125,602328.0
680489,0.000000,5,14,78125,602364.0
680503,0.000000,7,4,78125,602378.0
680507,0.000000,11,2,78125,602382.0
680509,0.000000,1,22,78125,602384.0
680531,0.000000,11,8,78125,602406.0
680539,0.000000,7,28,78125,602414.0
680567,0.000000,11,2,78125,602442.0
680569,0.000000,1,18,78125,602444.0
680587,0.000000,7,10,78125,602462.0
680597,0.000000,5,14,78125,602472.0
680611,0.000000,7,12,78125,602486.0
680623,0.000000,7,10,78125,602498.0
680633,0.000000,5,18,78125,602508.0
680651,0.000000,11,6,78125,602526.0
680657,0.000000,5,24,78125,602532.0
680681,0.000000,5,26,78125,602556.0
680707,0.000000,7,42,78125,602582.0
680749,0.000000,1,10,78125,602624.0
680759,0.000000,11,8,78125,602634.0
680767,0.000000,7,16,78125,602642.0
680783,0.000000,11,20,78125,602658.0
680803,0.000000,7,6,78125,602678.0
680809,0.000000,1,22,78125,602684.0
680831,0.000000,11,26,78125,602706.0
680857,0.000000,1,4,78125,602732.0
680861,0.000000,5,12,78125,602736.0
680873,0.000000,5,6,78125,602748.0
680879,0.000000,11,2,78125,602754.0
680881,0.000000,1,36,78125,602756.0
680917,0.000000,1,12,78125,602792.0
680929,0.000000,1,30,78125,602804.0
680959,0.000000,7,12,78125,602834.0
680971,0.000000,7,16,78125,602846.0
680987,0.000000,11,2,78125,602862.0
680989,0.000000,1,4,78125,602864.0
680993,0.000000,5,8,78125,602868.0
681001,0.000000,1,10,78125,602876.0
681011,0.000000,11,8,78125,602886.0
681019,0.000000,7,22,78125,602894.0
681041,0.000000,5,6,78125,602916.0
681047,0.000000,11,2,78125,602922.0
681049,0.000000,1,12,78125,602924.0
681061,0.000000,1,6,78125,602936.0
681067,0.000000,7,22,78125,602942.0
681089,0.000000,5,2,78125,602964.0
681091,0.000000,7,22,78125,602966.0
681113,0.000000,5,14,78125,602988.0
681127,0.000000,7,10,78125,603002.0
681137,0.000000,5,14,78125,603012.0
681151,0.000000,7,16,78125,603026.0
681167,0.000000,11,12,78125,603042.0
681179,0.000000,11,42,78125,603054.0
681221,0.000000,5,8,78125,603096.0
681229,0.000000,1,22,78125,603104.0
681251,0.000000,11,2,78125,603126.0
681253,0.000000,1,4,78125,603128.0
681257,0.000000,5,2,78125,603132.0
681259,0.000000,7,12,78125,603134.0
681271,0.000000,7,22,78125,603146.0
681293,0.000000,5,18,78125,603168.0
681311,0.000000,11,26,78125,603186.0
681337,0.000000,1,4,78125,603212.0
681341,0.000000,5,20,78125,603216.0
681361,0.000000,1,6,78125,603236.0
681367,0.000000,7,4,78125,603242.0
681371,0.000000,11,32,78125,603246.0
681403,0.000000,7,4,78125,603278.0
681407,0.000000,11,2,78125,603282.0
681409,0.000000,1,10,78125,603284.0
681419,0.000000,11,8,78125,603294.0
681427,0.000000,7,22,78125,603302.0
681449,0.000000,5,2,78125,603324.0
681451,0.000000,7,30,78125,603326.0
681481,0.000000,1,6,78125,603356.0
681487,0.000000,7,6,78125,603362.0
681493,0.000000,1,4,78125,603368.0
681497,0.000000,5,24,78125,603372.0
681521,0.000000,5,2,78125,603396.0
681523,0.000000,7,16,78125,603398.0
681539,0.000000,11,18,78125,603414.0
681557,0.000000,5,6,78125,603432.0
681563,0.000000,11,26,78125,603438.0
681589,0.000000,1,18,78125,603464.0
681607,0.000000,7,6,78125,603482.0
681613,0.000000,1,10,78125,603488.0
681623,0.000000,11,8,78125,603498.0
681631,0.000000,7,16,78125,603506.0
681647,0.000000,11,26,78125,603522.0
681673,0.000000,1,4,78125,603548.0
681677,0.000000,5,12,78125,603552.0
681689,0.000000,5,30,78125,603564.0
681719,0.000000,11,8,78125,603594.0
681727,0.000000,7,4,78125,603602.0
681731,0.000000,11,32,78125,603606.0
681763,0.000000,7,10,78125,603638.0
681773,0.000000,5,8,78125,603648.0
681781,0.000000,1,6,78125,603656.0
681787,0.000000,7,22,78125,603662.0
681809,0.000000,5,14,78125,603684.0
681823,0.000000,7,10,78125,603698.0
681833,0.000000,5,6,78125,603708.0
681839,0.000000,11,2,78125,603714.0
681841,0.000000,1,42,78125,603716.0
681883,0.000000,7,16,78125,603758.0
681899,0.000000,11,14,78125,603774.0
681913,0.000000,1,18,78125,603788.0
681931,0.000000,7,12,78125,603806.0
681943,0.000000,7,6,78125,603818.0
681949,0.000000,1,22,78125,603824.0
681971,0.000000,11,6,78125,603846.0
681977,0.000000,5,2,78125,603852.0
681979,0.000000,7,4,78125,603854.0
681983,0.000000,11,14,78125,603858.0
681997,0.000000,1,4,78125,603872.0
682001,0.000000,5,8,78125,603876.0
682009,0.000000,1,28,78125,603884.0
682037,0.000000,5,12,78125,603912.0
682049,0.000000,5,14,78125,603924.0
682063,0.000000,7,6,78125,603938.0
682069,0.000000,1,10,78125,603944.0
682079,0.000000,11,62,78125,603954.0
682141,0.000000,1,6,78125,604016.0
682147,0.000000,7,4,78125,604022.0
682151,0.000000,11,2,78125,604026.0
682153,0.000000,1,30,78125,604028.0
682183,0.000000,7,24,78125,604058.0
682207,0.000000,7,12,78125,604082.0
682219,0.000000,7,10,78125,604094.0
682229,0.000000,5,8,78125,604104.0
682237,0.000000,1,10,78125,604112.0
682247,0.000000,11,12,78125,604122.0
682259,0.000000,11,18,78125,604134.0
682277,0.000000,5,12,78125,604152.0
682289,0.000000,5,2,78125,604164.0
682291,0.000000,7,12,78125,604166.0
682303,0.000000,7,4,78125,604178.0
682307,0.000000,11,14,78125,604182.0
682321,0.000000,1,6,78125,604196.0
682327,0.000000,7,6,78125,604202.0
682333,0.000000,1,4,78125,604208.0
682337,0.000000,5,24,78125,604212.0
682361,0.000000,5,12,78125,604236.0
682373,0.000000,5,38,78125,604248.0
682411,0.000000,7,6,78125,604286.0
682417,0.000000,1,4,78125,604292.0
682421,0.000000,5,6,78125,604296.0
682427,0.000000,11,12,78125,604302.0
682439,0.000000,11,8,78125,604314.0
682447,0.000000,7,16,78125,604322.0
682463,0.000000,11,8,78125,604338.0
682471,0.000000,7,12,78125,604346.0
682483,0.000000,7,6,78125,604358.0
682489,0.000000,1,22,78125,604364.0
682511,0.000000,11,8,78125,604386.0
682519,0.000000,7,12,78125,604394.0
682531,0.000000,7,16,78125,604406.0
682547,0.000000,11,50,78125,604422.0
682597,0.000000,1,10,78125,604472.0
682607,0.000000,11,30,78125,604482.0
682637,0.000000,5,20,78125,604512.0
682657,0.000000,1,16,78125,604532.0
682673,0.000000,5,6,78125,604548.0
682679,0.000000,11,18,78125,604554.0
682697,0.000000,5,2,78125,604572.0
682699,0.000000,7,24,78125,604574.0
682723,0.000000,7,6,78125,604598.0
682729,0.000000,1,4,78125,604604.0
682733,0.000000,5,6,78125,604608.0
682739,0.000000,11,12,78125,604614.0
682751,0.000000,11,12,78125,604626.0
682763,0.000000,11,14,78125,604638.0
682777,0.000000,1,12,78125,604652.0
682789,0.000000,1,22,78125,604664.0
682811,0.000000,11,8,78125,604686.0
682819,0.000000,7,82,78125,604694.0
682901,0.000000,5,32,78125,604776.0
682933,0.000000,1,10,78125,604808.0
682943,0.000000,11,8,78125,604818.0
682951,0.000000,7,16,78125,604826.0
682967,0.000000,11,36,78125,604842.0
683003,0.000000,11,18,78125,604878.0
683021,0.000000,5,20,78125,604896.0
683041,0.000000,1,6,78125,604916.0
683047,0.000000,7,24,78125,604922.0
683071,0.000000,7,12,78125,604946.0
683083,0.000000,7,4,78125,604958.0
683087,0.000000,11,32,78125,604962.0
683119,0.000000,7,10,78125,604994.0
683129,0.000000,5,14,78125,605004.0
683143,0.000000,7,6,78125,605018.0
683149,0.000000,1,10,78125,605024.0
683159,0.000000,11,42,78125,605034.0
683201,0.000000,5,30,78125,605076.0
683231,0.000000,11,20,78125,605106.0
683251,0.000000,7,6,78125,605126.0
683257,0.000000,1,16,78125,605132.0
683273,0.000000,5,26,78125,605148.0
683299,0.000000,7,4,78125,605174.0
683303,0.000000,11,14,78125,605178.0
683317,0.000000,1,6,78125,605192.0
683323,0.000000,7,18,78125,605198.0
683341,0.000000,1,10,78125,605216.0
683351,0.000000,11,6,78125,605226.0
683357,0.000000,5,20,78125,605232.0
683377,0.000000,1,4,78125,605252.0
683381,0.000000,5,20,78125,605256.0
683401,0.000000,1,6,78125,605276.0
683407,0.000000,7,30,78125,605282.0
683437,0.000000,1,10,78125,605312.0
683447,0.000000,11,6,78125,605322.0
683453,0.000000,5,8,78125,605328.0
683461,0.000000,1,10,78125,605336.0
683471,0.000000,11,6,78125,605346.0
683477,0.000000,5,2,78125,605352.0
683479,0.000000,7,4,78125,605354.0
683483,0.000000,11,6,78125,605358.0
683489,0.000000,5,14,78125,605364.0
683503,0.000000,7,10,78125,605378.0
683513,0.000000,5,54,78125,605388.0
683567,0.000000,11,24,78125,605442.0
683591,0.000000,11,6,78125,605466.0
683597,0.000000,5,6,78125,605472.0
683603,0.000000,11,48,78125,605478.0
683651,0.000000,11,2,78125,605526.0
683653,0.000000,1,28,78125,605528.0
683681,0.000000,5,6,78125,605556.0
683687,0.000000,11,6,78125,605562.0
683693,0.000000,5,6,78125,605568.0
683699,0.000000,11,2,78125,605574.0
683701,0.000000,1,12,78125,605576.0
683713,0.000000,1,6,78125,605588.0
683719,0.000000,7,12,78125,605594.0
683731,0.000000,7,6,78125,605606.0
683737,0.000000,1,10,78125,605612.0
683747,0.000000,11,12,78125,605622.0
683759,0.000000,11,18,78125,605634.0
683777,0.000000,5,6,78125,605652.0
683783,0.000000,11,6,78125,605658.0
683789,0.000000,5,18,78125,605664.0
683807,0.000000,11,12,78125,605682.0
683819,0.000000,11,2,78125,605694.0
683821,0.000000,1,10,78125,605696.0
683831,0.000000,11,2,78125,605706.0
683833,0.000000,1,10,78125,605708.0
683843,0.000000,11,14,78125,605718.0
683857,0.000000,1,4,78125,605732.0
683861,0.000000,5,2,78125,605736.0
683863,0.000000,7,10,78125,605738.0
683873,0.000000,5,14,78125,605748.0
683887,0.000000,7,12,78125,605762.0
683899,0.000000,7,10,78125,605774.0
683909,0.000000,5,2,78125,605784.0
683911,0.000000,7,12,78125,605786.0
683923,0.000000,7,10,78125,605798.0
683933,0.000000,5,6,78125,605808.0
683939,0.000000,11,18,78125,605814.0
683957,0.000000,5,26,78125,605832.0
683983,0.000000,7,24,78125,605858.0
684007,0.000000,7,10,78125,605882.0
684017,0.000000,5,20,78125,605892.0
684037,0.000000,1,16,78125,605912.0
684053,0.000000,5,38,78125,605928.0
684091,0.000000,7,18,78125,605966.0
684109,0.000000,1,4,78125,605984.0
684113,0.000000,5,6,78125,605988.0
684119,0.000000,11,2,78125,605994.0
684121,0.000000,1,6,78125,605996.0
684127,0.000000,7,30,78125,606002.0
684157,0.000000,1,6,78125,606032.0
684163,0.000000,7,28,78125,606038.0
684191,0.000000,11,26,78125,606066.0
684217,0.000000,1,4,78125,606092.0
684221,0.000000,5,18,78125,606096.0
684239,0.000000,11,30,78125,606114.0
684269,0.000000,5,18,78125,606144.0
684287,0.000000,11,2,78125,606162.0
684289,0.000000,1,4,78125,606164.0
684293,0.000000,5,18,78125,606168.0
684311,0.000000,11,18,78125,606186.0
684329,0.000000,5,8,78125,606204.0
684337,0.000000,1,10,78125,606212.0
684347,0.000000,11,2,78125,606222.0
684349,0.000000,1,24,78125,606224.0
684373,0.000000,1,6,78125,606248.0
684379,0.000000,7,28,78125,606254.0
684407,0.000000,11,12,78125,606282.0
684419,0.000000,11,8,78125,606294.0
684427,0.000000,7,6,78125,606302.0
684433,0.000000,1,10,78125,606308.0
684443,0.000000,11,8,78125,606318.0
684451,0.000000,7,18,78125,606326.0
684469,0.000000,1,4,78125,606344.0
684473,0.000000,5,20,78125,606348.0
684493,0.000000,1,34,78125,606368.0
684527,0.000000,11,20,78125,606402.0
684547,0.000000,7,10,78125,606422.0
684557,0.000000,5,2,78125,606432.0
684559,0.000000,7,10,78125,606434.0
684569,0.000000,5,12,78125,606444.0
684581,0.000000,5,6,78125,606456.0
684587,0.000000,11,12,78125,606462.0
684599,0.000000,11,18,78125,606474.0
684617,0.000000,5,20,78125,606492.0
684637,0.000000,1,6,78125,606512.0
684643,0.000000,7,4,78125,606518.0
684647,0.000000,11,36,78125,606522.0
684683,0.000000,11,30,78125,606558.0
684713,0.000000,5,14,78125,606588.0
684727,0.000000,7,4,78125,606602.0
684731,0.000000,11,20,78125,606606.0
684751,0.000000,7,6,78125,606626.0
684757,0.000000,1,10,78125,606632.0
684767,0.000000,11,2,78125,606642.0
684769,0.000000,1,4,78125,606644.0
684773,0.000000,5,18,78125,606648.0
684791,0.000000,11,2,78125,606666.0
684793,0.000000,1,6,78125,606668.0
684799,0.000000,7,10,78125,606674.0
684809,0.000000,5,20,78125,606684.0
684829,0.000000,1,12,78125,606704.0
684841,0.000000,1,16,78125,606716.0
684857,0.000000,5,12,78125,606732.0
684869,0.000000,5,20,78125,606744.0
684889,0.000000,1,34,78125,606764.0
684923,0.000000,11,26,78125,606798.0
684949,0.000000,1,12,78125,606824.0
684961,0.000000,1,12,78125,606836.0
684973,0.000000,1,4,78125,606848.0
684977,0.000000,5,12,78125,606852.0
684989,0.000000,5,12,78125,606864.0
685001,0.000000,5,18,78125,606876.0
685019,0.000000,11,12,78125,606894.0
685031,0.000000,11,8,78125,606906.0
685039,0.000000,7,12,78125,606914.0
685051,0.000000,7,6,78125,606926.0
685057,0.000000,1,6,78125,606932.0
685063,0.000000,7,10,78125,606938.0
685073,0.000000,5,8,78125,606948.0
685081,0.000000,1,12,78125,606956.0
685093,0.000000,1,6,78125,606968.0
685099,0.000000,7,4,78125,606974.0
685103,0.000000,11,6,78125,606978.0
685109,0.000000,5,14,78125,606984.0
685123,0.000000,7,18,78125,606998.0
685141,0.000000,1,28,78125,607016.0
685169,0.000000,5,8,78125,607044.0
685177,0.000000,1,22,78125,607052.0
685199,0.000000,11,32,78125,607074.0
685231,0.000000,7,16,78125,607106.0
685247,0.000000,11,2,78125,607122.0
685249,0.000000,1,22,78125,607124.0
685271,0.000000,11,26,78125,607146.0
685297,0.000000,1,4,78125,607172.0
685301,0.000000,5,18,78125,607176.0
685319,0.000000,11,18,78125,607194.0
685337,0.000000,5,2,78125,607212.0
685339,0.000000,7,22,78125,607214.0
685361,0.000000,5,6,78125,607236.0
685367,0.000000,11,2,78125,607242.0
685369,0.000000,1,12,78125,607244.0
685381,0.000000,1,12,78125,607256.0
685393,0.000000,1,24,78125,607268.0
685417,0.000000,1,10,78125,607292.0
685427,0.000000,11,2,78125,607302.0
685429,0.000000,1,24,78125,607304.0
685453,0.000000,1,6,78125,607328.0
685459,0.000000,7,12,78125,607334.0
685471,0.000000,7,22,78125,607346.0
685493,0.000000,5,18,78125,607368.0
685511,0.000000,11,2,78125,607386.0
685513,0.000000,1,6,78125,607388.0
685519,0.000000,7,18,78125,607394.0
685537,0.000000,1,4,78125,607412.0
685541,0.000000,5,6,78125,607416.0
685547,0.000000,11,44,78125,607422.0
685591,0.000000,7,18,78125,607466.0
685609,0.000000,1,4,78125,607484.0
685613,0.000000,5,8,78125,607488.0
685621,0.000000,1,10,78125,607496.0
685631,0.000000,11,6,78125,607506.0
685637,0.000000,5,12,78125,607512.0
685649,0.000000,5,20,78125,607524.0
685669,0.000000,1,10,78125,607544.0
685679,0.000000,11,18,78125,607554.0
685697,0.000000,5,20,78125,607572.0
685717,0.000000,1,6,78125,607592.0
685723,0.000000,7,10,78125,607598.0
685733,0.000000,5,6,78125,607608.0
685739,0.000000,11,8,78125,607614.0
685747,0.000000,7,6,78125,607622.0
685753,0.000000,1,6,78125,607628.0
685759,0.000000,7,22,78125,607634.0
685781,0.000000,5,12,78125,607656.0
685793,0.000000,5,26,78125,607668.0
685819,0.000000,7,30,78125,607694.0
685849,0.000000,1,10,78125,607724.0
685859,0.000000,11,48,78125,607734.0
685907,0.000000,11,32,78125,607782.0
685939,0.000000,7,24,78125,607814.0
685963,0.000000,7,6,78125,607838.0
685969,0.000000,1,4,78125,607844.0
685973,0.000000,5,14,78125,607848.0
685987,0.000000,7,4,78125,607862.0
685991,0.000000,11,12,78125,607866.0
686003,0.000000,11,6,78125,607878.0
686009,0.000000,5,2,78125,607884.0
686011,0.000000,7,16,78125,607886.0
686027,0.000000,11,2,78125,607902.0
686029,0.000000,1,10,78125,607904.0
686039,0.000000,11,2,78125,607914.0
686041,0.000000,1,10,78125,607916.0
686051,0.000000,11,6,78125,607926.0
686057,0.000000,5,30,78125,607932.0
686087,0.000000,11,2,78125,607962.0
686089,0.000000,1,10,78125,607964.0
686099,0.000000,11,18,78125,607974.0
686117,0.000000,5,14,78125,607992.0
686131,0.000000,7,10,78125,608006.0
686141,0.000000,5,2,78125,608016.0
686143,0.000000,7,6,78125,608018.0
686149,0.000000,1,24,78125,608024.0
686173,0.000000,1,4,78125,608048.0
686177,0.000000,5,20,78125,608052.0
686197,0.000000,1,4,78125,608072.0
686201,0.000000,5,8,78125,608076.0
686209,0.000000,1,58,78125,608084.0
686267,0.000000,11,2,78125,608142.0
686269,0.000000,1,24,78125,608144.0
686293,0.000000,1,24,78125,608168.0
686317,0.000000,1,4,78125,608192.0
686321,0.000000,5,12,78125,608196.0
686333,0.000000,5,6,78125,608208.0
686339,0.000000,11,14,78125,608214.0
686353,0.000000,1,6,78125,608228.0
686359,0.000000,7,4,78125,608234.0
686363,0.000000,11,54,78125,608238.0
686417,0.000000,5,6,78125,608292.0
686423,0.000000,11,14,78125,608298.0
686437,0.000000,1,12,78125,608312.0
686449,0.000000,1,4,78125,608324.0
686453,0.000000,5,20,78125,608328.0
686473,0.000000,1,6,78125,608348.0
686479,0.000000,7,24,78125,608354.0
686503,0.000000,7,10,78125,608378.0
686513,0.000000,5,6,78125,608388.0
686519,0.000000,11,32,78125,608394.0
686551,0.000000,7,12,78125,608426.0
686563,0.000000,7,30,78125,608438.0
686593,0.000000,1,18,78125,608468.0
686611,0.000000,7,28,78125,608486.0
686639,0.000000,11,30,78125,608514.0
686669,0.000000,5,2,78125,608544.0
686671,0.000000,7,16,78125,608546.0
686687,0.000000,11,36,78125,608562.0
686723,0.000000,11,6,78125,608598.0
686729,0.000000,5,2,78125,608604.0
686731,0.000000,7,6,78125,608606.0
686737,0.000000,1,24,78125,608612.0
686761,0.000000,1,12,78125,608636.0
686773,0.000000,1,16,78125,608648.0
686789,0.000000,5,8,78125,608664.0
686797,0.000000,1,4,78125,608672.0
