prime,resonance,mod12,gap,nearest_target,distance
228383,0.000000,11,26,78125,150258.0
228409,0.000000,1,10,78125,150284.0
228419,0.000000,11,2,78125,150294.0
228421,0.000000,1,6,78125,150296.0
228427,0.000000,7,16,78125,150302.0
228443,0.000000,11,8,78125,150318.0
228451,0.000000,7,6,78125,150326.0
228457,0.000000,1,4,78125,150332.0
228461,0.000000,5,8,78125,150336.0
228469,0.000000,1,10,78125,150344.0
228479,0.000000,11,30,78125,150354.0
228509,0.000000,5,2,78125,150384.0
228511,0.000000,7,6,78125,150386.0
228517,0.000000,1,4,78125,150392.0
228521,0.000000,5,2,78125,150396.0
228523,0.000000,7,16,78125,150398.0
228539,0.000000,11,20,78125,150414.0
228559,0.000000,7,18,78125,150434.0
228577,0.000000,1,4,78125,150452.0
228581,0.000000,5,6,78125,150456.0
228587,0.000000,11,6,78125,150462.0
228593,0.000000,5,8,78125,150468.0
228601,0.000000,1,10,78125,150476.0
228611,0.000000,11,6,78125,150486.0
228617,0.000000,5,2,78125,150492.0
228619,0.000000,7,18,78125,150494.0
228637,0.000000,1,10,78125,150512.0
228647,0.000000,11,30,78125,150522.0
228677,0.000000,5,30,78125,150552.0
228707,0.000000,11,6,78125,150582.0
228713,0.000000,5,18,78125,150588.0
228731,0.000000,11,2,78125,150606.0
228733,0.000000,1,4,78125,150608.0
228737,0.000000,5,14,78125,150612.0
228751,0.000000,7,6,78125,150626.0
228757,0.000000,1,16,78125,150632.0
228773,0.000000,5,20,78125,150648.0
228793,0.000000,1,4,78125,150668.0
228797,0.000000,5,2,78125,150672.0
228799,0.000000,7,30,78125,150674.0
228829,0.000000,1,12,78125,150704.0
228841,0.000000,1,6,78125,150716.0
228847,0.000000,7,6,78125,150722.0
228853,0.000000,1,6,78125,150728.0
228859,0.000000,7,10,78125,150734.0
228869,0.000000,5,12,78125,150744.0
228881,0.000000,5,2,78125,150756.0
228883,0.000000,7,4,78125,150758.0
228887,0.000000,11,14,78125,150762.0
228901,0.000000,1,10,78125,150776.0
228911,0.000000,11,2,78125,150786.0
228913,0.000000,1,10,78125,150788.0
228923,0.000000,11,6,78125,150798.0
228929,0.000000,5,24,78125,150804.0
228953,0.000000,5,6,78125,150828.0
228959,0.000000,11,2,78125,150834.0
228961,0.000000,1,22,78125,150836.0
228983,0.000000,11,6,78125,150858.0
228989,0.000000,5,14,78125,150864.0
229003,0.000000,7,24,78125,150878.0
229027,0.000000,7,10,78125,150902.0
229037,0.000000,5,44,78125,150912.0
229081,0.000000,1,12,78125,150956.0
229093,0.000000,1,30,78125,150968.0
229123,0.000000,7,4,78125,150998.0
229127,0.000000,11,6,78125,151002.0
229133,0.000000,5,6,78125,151008.0
229139,0.000000,11,14,78125,151014.0
229153,0.000000,1,4,78125,151028.0
229157,0.000000,5,14,78125,151032.0
229171,0.000000,7,10,78125,151046.0
229181,0.000000,5,8,78125,151056.0
229189,0.000000,1,10,78125,151064.0
229199,0.000000,11,14,78125,151074.0
229213,0.000000,1,4,78125,151088.0
229217,0.000000,5,6,78125,151092.0
229223,0.000000,11,14,78125,151098.0
229237,0.000000,1,10,78125,151112.0
229247,0.000000,11,2,78125,151122.0
229249,0.000000,1,4,78125,151124.0
229253,0.000000,5,8,78125,151128.0
229261,0.000000,1,6,78125,151136.0
229267,0.000000,7,16,78125,151142.0
229283,0.000000,11,26,78125,151158.0
229309,0.000000,1,12,78125,151184.0
229321,0.000000,1,22,78125,151196.0
229343,0.000000,11,8,78125,151218.0
229351,0.000000,7,22,78125,151226.0
229373,0.000000,5,20,78125,151248.0
229393,0.000000,1,6,78125,151268.0
229399,0.000000,7,4,78125,151274.0
229403,0.000000,11,6,78125,151278.0
229409,0.000000,5,14,78125,151284.0
229423,0.000000,7,10,78125,151298.0
229433,0.000000,5,26,78125,151308.0
229459,0.000000,7,10,78125,151334.0
229469,0.000000,5,18,78125,151344.0
229487,0.000000,11,12,78125,151362.0
229499,0.000000,11,8,78125,151374.0
229507,0.000000,7,12,78125,151382.0
229519,0.000000,7,10,78125,151394.0
229529,0.000000,5,18,78125,151404.0
229547,0.000000,11,2,78125,151422.0
229549,0.000000,1,4,78125,151424.0
229553,0.000000,5,8,78125,151428.0
229561,0.000000,1,22,78125,151436.0
229583,0.000000,11,6,78125,151458.0
229589,0.000000,5,2,78125,151464.0
229591,0.000000,7,10,78125,151466.0
229601,0.000000,5,12,78125,151476.0
229613,0.000000,5,14,78125,151488.0
229627,0.000000,7,4,78125,151502.0
229631,0.000000,11,6,78125,151506.0
229637,0.000000,5,2,78125,151512.0
229639,0.000000,7,42,78125,151514.0
229681,0.000000,1,12,78125,151556.0
229693,0.000000,1,6,78125,151568.0
229699,0.000000,7,4,78125,151574.0
229703,0.000000,11,8,78125,151578.0
229711,0.000000,7,6,78125,151586.0
229717,0.000000,1,10,78125,151592.0
229727,0.000000,11,12,78125,151602.0
229739,0.000000,11,12,78125,151614.0
229751,0.000000,11,2,78125,151626.0
229753,0.000000,1,6,78125,151628.0
229759,0.000000,7,4,78125,151634.0
229763,0.000000,11,6,78125,151638.0
229769,0.000000,5,2,78125,151644.0
229771,0.000000,7,6,78125,151646.0
229777,0.000000,1,4,78125,151652.0
229781,0.000000,5,18,78125,151656.0
229799,0.000000,11,14,78125,151674.0
229813,0.000000,1,6,78125,151688.0
229819,0.000000,7,18,78125,151694.0
229837,0.000000,1,4,78125,151712.0
229841,0.000000,5,6,78125,151716.0
229847,0.000000,11,2,78125,151722.0
229849,0.000000,1,48,78125,151724.0
229897,0.000000,1,6,78125,151772.0
229903,0.000000,7,34,78125,151778.0
229937,0.000000,5,2,78125,151812.0
229939,0.000000,7,10,78125,151814.0
229949,0.000000,5,12,78125,151824.0
229961,0.000000,5,2,78125,151836.0
229963,0.000000,7,16,78125,151838.0
229979,0.000000,11,2,78125,151854.0
229981,0.000000,1,22,78125,151856.0
230003,0.000000,11,14,78125,151878.0
230017,0.000000,1,30,78125,151892.0
230047,0.000000,7,12,78125,151922.0
230059,0.000000,7,4,78125,151934.0
230063,0.000000,11,14,78125,151938.0
230077,0.000000,1,4,78125,151952.0
230081,0.000000,5,8,78125,151956.0
230089,0.000000,1,12,78125,151964.0
230101,0.000000,1,6,78125,151976.0
230107,0.000000,7,10,78125,151982.0
230117,0.000000,5,6,78125,151992.0
230123,0.000000,11,14,78125,151998.0
230137,0.000000,1,6,78125,152012.0
230143,0.000000,7,6,78125,152018.0
230149,0.000000,1,40,78125,152024.0
230189,0.000000,5,14,78125,152064.0
230203,0.000000,7,10,78125,152078.0
230213,0.000000,5,8,78125,152088.0
230221,0.000000,1,6,78125,152096.0
230227,0.000000,7,6,78125,152102.0
230233,0.000000,1,6,78125,152108.0
230239,0.000000,7,18,78125,152114.0
230257,0.000000,1,16,78125,152132.0
230273,0.000000,5,8,78125,152148.0
230281,0.000000,1,10,78125,152156.0
230291,0.000000,11,12,78125,152166.0
230303,0.000000,11,6,78125,152178.0
230309,0.000000,5,2,78125,152184.0
230311,0.000000,7,16,78125,152186.0
230327,0.000000,11,12,78125,152202.0
230339,0.000000,11,2,78125,152214.0
230341,0.000000,1,12,78125,152216.0
230353,0.000000,1,4,78125,152228.0
230357,0.000000,5,12,78125,152232.0
230369,0.000000,5,14,78125,152244.0
230383,0.000000,7,4,78125,152258.0
230387,0.000000,11,2,78125,152262.0
230389,0.000000,1,4,78125,152264.0
230393,0.000000,5,38,78125,152268.0
230431,0.000000,7,18,78125,152306.0
230449,0.000000,1,4,78125,152324.0
230453,0.000000,5,14,78125,152328.0
230467,0.000000,7,4,78125,152342.0
230471,0.000000,11,8,78125,152346.0
230479,0.000000,7,22,78125,152354.0
230501,0.000000,5,6,78125,152376.0
230507,0.000000,11,32,78125,152382.0
230539,0.000000,7,12,78125,152414.0
230551,0.000000,7,10,78125,152426.0
230561,0.000000,5,2,78125,152436.0
230563,0.000000,7,4,78125,152438.0
230567,0.000000,11,30,78125,152442.0
230597,0.000000,5,14,78125,152472.0
230611,0.000000,7,36,78125,152486.0
230647,0.000000,7,6,78125,152522.0
230653,0.000000,1,10,78125,152528.0
230663,0.000000,11,20,78125,152538.0
230683,0.000000,7,10,78125,152558.0
230693,0.000000,5,26,78125,152568.0
230719,0.000000,7,10,78125,152594.0
230729,0.000000,5,14,78125,152604.0
230743,0.000000,7,18,78125,152618.0
230761,0.000000,1,6,78125,152636.0
230767,0.000000,7,4,78125,152642.0
230771,0.000000,11,2,78125,152646.0
230773,0.000000,1,6,78125,152648.0
230779,0.000000,7,28,78125,152654.0
230807,0.000000,11,12,78125,152682.0
230819,0.000000,11,8,78125,152694.0
230827,0.000000,7,6,78125,152702.0
230833,0.000000,1,16,78125,152708.0
230849,0.000000,5,12,78125,152724.0
230861,0.000000,5,2,78125,152736.0
230863,0.000000,7,10,78125,152738.0
230873,0.000000,5,18,78125,152748.0
230891,0.000000,11,38,78125,152766.0
230929,0.000000,1,4,78125,152804.0
230933,0.000000,5,6,78125,152808.0
230939,0.000000,11,2,78125,152814.0
230941,0.000000,1,18,78125,152816.0
230959,0.000000,7,10,78125,152834.0
230969,0.000000,5,8,78125,152844.0
230977,0.000000,1,22,78125,152852.0
230999,0.000000,11,2,78125,152874.0
231001,0.000000,1,16,78125,152876.0
231017,0.000000,5,2,78125,152892.0
231019,0.000000,7,12,78125,152894.0
231031,0.000000,7,10,78125,152906.0
231041,0.000000,5,12,78125,152916.0
231053,0.000000,5,14,78125,152928.0
231067,0.000000,7,12,78125,152942.0
231079,0.000000,7,28,78125,152954.0
231107,0.000000,11,2,78125,152982.0
231109,0.000000,1,22,78125,152984.0
231131,0.000000,11,38,78125,153006.0
231169,0.000000,1,28,78125,153044.0
231197,0.000000,5,26,78125,153072.0
231223,0.000000,7,18,78125,153098.0
231241,0.000000,1,28,78125,153116.0
231269,0.000000,5,2,78125,153144.0
231271,0.000000,7,6,78125,153146.0
231277,0.000000,1,12,78125,153152.0
231289,0.000000,1,4,78125,153164.0
231293,0.000000,5,6,78125,153168.0
231299,0.000000,11,18,78125,153174.0
231317,0.000000,5,6,78125,153192.0
231323,0.000000,11,8,78125,153198.0
231331,0.000000,7,16,78125,153206.0
231347,0.000000,11,2,78125,153222.0
231349,0.000000,1,10,78125,153224.0
231359,0.000000,11,8,78125,153234.0
231367,0.000000,7,12,78125,153242.0
231379,0.000000,7,30,78125,153254.0
231409,0.000000,1,10,78125,153284.0
231419,0.000000,11,12,78125,153294.0
231431,0.000000,11,2,78125,153306.0
231433,0.000000,1,10,78125,153308.0
231443,0.000000,11,18,78125,153318.0
231461,0.000000,5,2,78125,153336.0
231463,0.000000,7,16,78125,153338.0
231479,0.000000,11,2,78125,153354.0
231481,0.000000,1,12,78125,153356.0
231493,0.000000,1,10,78125,153368.0
231503,0.000000,11,26,78125,153378.0
231529,0.000000,1,4,78125,153404.0
231533,0.000000,5,14,78125,153408.0
231547,0.000000,7,4,78125,153422.0
231551,0.000000,11,8,78125,153426.0
231559,0.000000,7,4,78125,153434.0
231563,0.000000,11,8,78125,153438.0
231571,0.000000,7,18,78125,153446.0
231589,0.000000,1,10,78125,153464.0
231599,0.000000,11,8,78125,153474.0
231607,0.000000,7,4,78125,153482.0
231611,0.000000,11,2,78125,153486.0
231613,0.000000,1,18,78125,153488.0
231631,0.000000,7,12,78125,153506.0
231643,0.000000,7,18,78125,153518.0
231661,0.000000,1,16,78125,153536.0
231677,0.000000,5,24,78125,153552.0
231701,0.000000,5,8,78125,153576.0
231709,0.000000,1,10,78125,153584.0
231719,0.000000,11,60,78125,153594.0
231779,0.000000,11,20,78125,153654.0
231799,0.000000,7,10,78125,153674.0
231809,0.000000,5,12,78125,153684.0
231821,0.000000,5,2,78125,153696.0
231823,0.000000,7,4,78125,153698.0
231827,0.000000,11,12,78125,153702.0
231839,0.000000,11,2,78125,153714.0
231841,0.000000,1,18,78125,153716.0
231859,0.000000,7,12,78125,153734.0
231871,0.000000,7,6,78125,153746.0
231877,0.000000,1,16,78125,153752.0
231893,0.000000,5,8,78125,153768.0
231901,0.000000,1,18,78125,153776.0
231919,0.000000,7,4,78125,153794.0
231923,0.000000,11,20,78125,153798.0
231943,0.000000,7,4,78125,153818.0
231947,0.000000,11,14,78125,153822.0
231961,0.000000,1,6,78125,153836.0
231967,0.000000,7,36,78125,153842.0
232003,0.000000,7,4,78125,153878.0
232007,0.000000,11,6,78125,153882.0
232013,0.000000,5,36,78125,153888.0
232049,0.000000,5,2,78125,153924.0
232051,0.000000,7,22,78125,153926.0
232073,0.000000,5,6,78125,153948.0
232079,0.000000,11,2,78125,153954.0
232081,0.000000,1,10,78125,153956.0
232091,0.000000,11,12,78125,153966.0
232103,0.000000,11,6,78125,153978.0
232109,0.000000,5,8,78125,153984.0
232117,0.000000,1,12,78125,153992.0
232129,0.000000,1,24,78125,154004.0
232153,0.000000,1,18,78125,154028.0
232171,0.000000,7,16,78125,154046.0
232187,0.000000,11,2,78125,154062.0
232189,0.000000,1,18,78125,154064.0
232207,0.000000,7,10,78125,154082.0
232217,0.000000,5,42,78125,154092.0
232259,0.000000,11,44,78125,154134.0
232303,0.000000,7,4,78125,154178.0
232307,0.000000,11,26,78125,154182.0
232333,0.000000,1,24,78125,154208.0
232357,0.000000,1,6,78125,154232.0
232363,0.000000,7,4,78125,154238.0
232367,0.000000,11,14,78125,154242.0
232381,0.000000,1,10,78125,154256.0
232391,0.000000,11,18,78125,154266.0
232409,0.000000,5,2,78125,154284.0
232411,0.000000,7,6,78125,154286.0
232417,0.000000,1,16,78125,154292.0
232433,0.000000,5,6,78125,154308.0
232439,0.000000,11,12,78125,154314.0
232451,0.000000,11,6,78125,154326.0
232457,0.000000,5,2,78125,154332.0
232459,0.000000,7,28,78125,154334.0
232487,0.000000,11,12,78125,154362.0
232499,0.000000,11,14,78125,154374.0
232513,0.000000,1,10,78125,154388.0
232523,0.000000,11,26,78125,154398.0
232549,0.000000,1,18,78125,154424.0
232567,0.000000,7,4,78125,154442.0
232571,0.000000,11,20,78125,154446.0
232591,0.000000,7,6,78125,154466.0
232597,0.000000,1,10,78125,154472.0
232607,0.000000,11,14,78125,154482.0
232621,0.000000,1,12,78125,154496.0
232633,0.000000,1,10,78125,154508.0
232643,0.000000,11,20,78125,154518.0
232663,0.000000,7,6,78125,154538.0
232669,0.000000,1,12,78125,154544.0
232681,0.000000,1,18,78125,154556.0
232699,0.000000,7,10,78125,154574.0
232709,0.000000,5,2,78125,154584.0
232711,0.000000,7,30,78125,154586.0
232741,0.000000,1,10,78125,154616.0
232751,0.000000,11,2,78125,154626.0
232753,0.000000,1,24,78125,154628.0
232777,0.000000,1,24,78125,154652.0
232801,0.000000,1,10,78125,154676.0
232811,0.000000,11,8,78125,154686.0
232819,0.000000,7,4,78125,154694.0
232823,0.000000,11,24,78125,154698.0
232847,0.000000,11,6,78125,154722.0
232853,0.000000,5,8,78125,154728.0
232861,0.000000,1,10,78125,154736.0
232871,0.000000,11,6,78125,154746.0
232877,0.000000,5,14,78125,154752.0
232891,0.000000,7,10,78125,154766.0
232901,0.000000,5,6,78125,154776.0
232907,0.000000,11,12,78125,154782.0
232919,0.000000,11,18,78125,154794.0
232937,0.000000,5,24,78125,154812.0
232961,0.000000,5,2,78125,154836.0
232963,0.000000,7,24,78125,154838.0
232987,0.000000,7,34,78125,154862.0
233021,0.000000,5,48,78125,154896.0
233069,0.000000,5,2,78125,154944.0
233071,0.000000,7,12,78125,154946.0
233083,0.000000,7,30,78125,154958.0
233113,0.000000,1,4,78125,154988.0
233117,0.000000,5,24,78125,154992.0
233141,0.000000,5,2,78125,155016.0
233143,0.000000,7,16,78125,155018.0
233159,0.000000,11,2,78125,155034.0
233161,0.000000,1,12,78125,155036.0
233173,0.000000,1,10,78125,155048.0
233183,0.000000,11,18,78125,155058.0
233201,0.000000,5,20,78125,155076.0
233221,0.000000,1,10,78125,155096.0
233231,0.000000,11,8,78125,155106.0
233239,0.000000,7,12,78125,155114.0
233251,0.000000,7,16,78125,155126.0
233267,0.000000,11,12,78125,155142.0
233279,0.000000,11,14,78125,155154.0
233293,0.000000,1,4,78125,155168.0
233297,0.000000,5,26,78125,155172.0
233323,0.000000,7,4,78125,155198.0
233327,0.000000,11,2,78125,155202.0
233329,0.000000,1,12,78125,155204.0
233341,0.000000,1,6,78125,155216.0
233347,0.000000,7,6,78125,155222.0
233353,0.000000,1,4,78125,155228.0
233357,0.000000,5,14,78125,155232.0
233371,0.000000,7,36,78125,155246.0
233407,0.000000,7,10,78125,155282.0
233417,0.000000,5,2,78125,155292.0
233419,0.000000,7,4,78125,155294.0
233423,0.000000,11,14,78125,155298.0
233437,0.000000,1,40,78125,155312.0
233477,0.000000,5,12,78125,155352.0
233489,0.000000,5,20,78125,155364.0
233509,0.000000,1,40,78125,155384.0
233549,0.000000,5,2,78125,155424.0
233551,0.000000,7,6,78125,155426.0
233557,0.000000,1,34,78125,155432.0
233591,0.000000,11,8,78125,155466.0
233599,0.000000,7,10,78125,155474.0
233609,0.000000,5,8,78125,155484.0
233617,0.000000,1,4,78125,155492.0
233621,0.000000,5,20,78125,155496.0
233641,0.000000,1,22,78125,155516.0
233663,0.000000,11,6,78125,155538.0
233669,0.000000,5,14,78125,155544.0
233683,0.000000,7,4,78125,155558.0
233687,0.000000,11,2,78125,155562.0
233689,0.000000,1,4,78125,155564.0
233693,0.000000,5,20,78125,155568.0
233713,0.000000,1,30,78125,155588.0
233743,0.000000,7,4,78125,155618.0
233747,0.000000,11,12,78125,155622.0
233759,0.000000,11,18,78125,155634.0
233777,0.000000,5,60,78125,155652.0
233837,0.000000,5,14,78125,155712.0
233851,0.000000,7,10,78125,155726.0
233861,0.000000,5,18,78125,155736.0
233879,0.000000,11,2,78125,155754.0
233881,0.000000,1,30,78125,155756.0
233911,0.000000,7,6,78125,155786.0
233917,0.000000,1,4,78125,155792.0
233921,0.000000,5,2,78125,155796.0
233923,0.000000,7,16,78125,155798.0
233939,0.000000,11,2,78125,155814.0
233941,0.000000,1,28,78125,155816.0
233969,0.000000,5,14,78125,155844.0
233983,0.000000,7,10,78125,155858.0
233993,0.000000,5,14,78125,155868.0
234007,0.000000,7,22,78125,155882.0
234029,0.000000,5,14,78125,155904.0
234043,0.000000,7,24,78125,155918.0
234067,0.000000,7,16,78125,155942.0
234083,0.000000,11,6,78125,155958.0
234089,0.000000,5,14,78125,155964.0
234103,0.000000,7,18,78125,155978.0
234121,0.000000,1,10,78125,155996.0
234131,0.000000,11,8,78125,156006.0
234139,0.000000,7,10,78125,156014.0
234149,0.000000,5,12,78125,156024.0
234161,0.000000,5,6,78125,156036.0
234167,0.000000,11,14,78125,156042.0
234181,0.000000,1,6,78125,156056.0
234187,0.000000,7,4,78125,156062.0
234191,0.000000,11,2,78125,156066.0
234193,0.000000,1,4,78125,156068.0
234197,0.000000,5,6,78125,156072.0
234203,0.000000,11,8,78125,156078.0
234211,0.000000,7,6,78125,156086.0
234217,0.000000,1,22,78125,156092.0
234239,0.000000,11,20,78125,156114.0
234259,0.000000,7,12,78125,156134.0
234271,0.000000,7,10,78125,156146.0
234281,0.000000,5,6,78125,156156.0
234287,0.000000,11,6,78125,156162.0
234293,0.000000,5,24,78125,156168.0
234317,0.000000,5,2,78125,156192.0
234319,0.000000,7,4,78125,156194.0
234323,0.000000,11,8,78125,156198.0
234331,0.000000,7,10,78125,156206.0
234341,0.000000,5,2,78125,156216.0
234343,0.000000,7,18,78125,156218.0
234361,0.000000,1,22,78125,156236.0
234383,0.000000,11,48,78125,156258.0
234431,0.000000,11,26,78125,156306.0
234457,0.000000,1,4,78125,156332.0
234461,0.000000,5,2,78125,156336.0
234463,0.000000,7,4,78125,156338.0
234467,0.000000,11,6,78125,156342.0
234473,0.000000,5,26,78125,156348.0
234499,0.000000,7,12,78125,156374.0
234511,0.000000,7,16,78125,156386.0
234527,0.000000,11,2,78125,156402.0
234529,0.000000,1,10,78125,156404.0
234539,0.000000,11,2,78125,156414.0
234541,0.000000,1,6,78125,156416.0
234547,0.000000,7,24,78125,156422.0
234571,0.000000,7,16,78125,156446.0
234587,0.000000,11,2,78125,156462.0
234589,0.000000,1,10,78125,156464.0
234599,0.000000,11,14,78125,156474.0
234613,0.000000,1,16,78125,156488.0
234629,0.000000,5,24,78125,156504.0
234653,0.000000,5,6,78125,156528.0
234659,0.000000,11,14,78125,156534.0
234673,0.000000,1,10,78125,156548.0
234683,0.000000,11,30,78125,156558.0
234713,0.000000,5,8,78125,156588.0
234721,0.000000,1,6,78125,156596.0
234727,0.000000,7,6,78125,156602.0
234733,0.000000,1,10,78125,156608.0
234743,0.000000,11,6,78125,156618.0
234749,0.000000,5,20,78125,156624.0
234769,0.000000,1,12,78125,156644.0
234781,0.000000,1,10,78125,156656.0
234791,0.000000,11,8,78125,156666.0
234799,0.000000,7,4,78125,156674.0
234803,0.000000,11,6,78125,156678.0
234809,0.000000,5,2,78125,156684.0
234811,0.000000,7,22,78125,156686.0
234833,0.000000,5,14,78125,156708.0
234847,0.000000,7,4,78125,156722.0
234851,0.000000,11,12,78125,156726.0
234863,0.000000,11,6,78125,156738.0
234869,0.000000,5,24,78125,156744.0
234893,0.000000,5,14,78125,156768.0
234907,0.000000,7,10,78125,156782.0
234917,0.000000,5,14,78125,156792.0
234931,0.000000,7,16,78125,156806.0
234947,0.000000,11,12,78125,156822.0
234959,0.000000,11,2,78125,156834.0
234961,0.000000,1,6,78125,156836.0
234967,0.000000,7,10,78125,156842.0
234977,0.000000,5,2,78125,156852.0
234979,0.000000,7,10,78125,156854.0
234989,0.000000,5,14,78125,156864.0
235003,0.000000,7,4,78125,156878.0
235007,0.000000,11,2,78125,156882.0
235009,0.000000,1,4,78125,156884.0
235013,0.000000,5,30,78125,156888.0
235043,0.000000,11,8,78125,156918.0
235051,0.000000,7,6,78125,156926.0
235057,0.000000,1,12,78125,156932.0
235069,0.000000,1,22,78125,156944.0
235091,0.000000,11,8,78125,156966.0
235099,0.000000,7,12,78125,156974.0
235111,0.000000,7,6,78125,156986.0
235117,0.000000,1,42,78125,156992.0
235159,0.000000,7,12,78125,157034.0
235171,0.000000,7,6,78125,157046.0
235177,0.000000,1,4,78125,157052.0
235181,0.000000,5,18,78125,157056.0
235199,0.000000,11,12,78125,157074.0
235211,0.000000,11,20,78125,157086.0
235231,0.000000,7,10,78125,157106.0
235241,0.000000,5,2,78125,157116.0
235243,0.000000,7,30,78125,157118.0
235273,0.000000,1,16,78125,157148.0
235289,0.000000,5,18,78125,157164.0
235307,0.000000,11,2,78125,157182.0
235309,0.000000,1,28,78125,157184.0
235337,0.000000,5,12,78125,157212.0
235349,0.000000,5,20,78125,157224.0
235369,0.000000,1,28,78125,157244.0
235397,0.000000,5,42,78125,157272.0
235439,0.000000,11,2,78125,157314.0
235441,0.000000,1,6,78125,157316.0
235447,0.000000,7,36,78125,157322.0
235483,0.000000,7,6,78125,157358.0
235489,0.000000,1,4,78125,157364.0
235493,0.000000,5,20,78125,157368.0
235513,0.000000,1,6,78125,157388.0
235519,0.000000,7,4,78125,157394.0
235523,0.000000,11,14,78125,157398.0
235537,0.000000,1,4,78125,157412.0
235541,0.000000,5,12,78125,157416.0
235553,0.000000,5,6,78125,157428.0
235559,0.000000,11,18,78125,157434.0
235577,0.000000,5,14,78125,157452.0
235591,0.000000,7,10,78125,157466.0
235601,0.000000,5,6,78125,157476.0
235607,0.000000,11,14,78125,157482.0
235621,0.000000,1,40,78125,157496.0
235661,0.000000,5,2,78125,157536.0
235663,0.000000,7,10,78125,157538.0
235673,0.000000,5,6,78125,157548.0
235679,0.000000,11,20,78125,157554.0
235699,0.000000,7,24,78125,157574.0
235723,0.000000,7,24,78125,157598.0
235747,0.000000,7,4,78125,157622.0
235751,0.000000,11,32,78125,157626.0
235783,0.000000,7,4,78125,157658.0
235787,0.000000,11,2,78125,157662.0
235789,0.000000,1,4,78125,157664.0
235793,0.000000,5,18,78125,157668.0
235811,0.000000,11,2,78125,157686.0
235813,0.000000,1,36,78125,157688.0
235849,0.000000,1,22,78125,157724.0
235871,0.000000,11,6,78125,157746.0
235877,0.000000,5,12,78125,157752.0
235889,0.000000,5,2,78125,157764.0
235891,0.000000,7,10,78125,157766.0
235901,0.000000,5,18,78125,157776.0
235919,0.000000,11,8,78125,157794.0
235927,0.000000,7,24,78125,157802.0
235951,0.000000,7,16,78125,157826.0
235967,0.000000,11,12,78125,157842.0
235979,0.000000,11,18,78125,157854.0
235997,0.000000,5,20,78125,157872.0
236017,0.000000,1,4,78125,157892.0
236021,0.000000,5,32,78125,157896.0
236053,0.000000,1,10,78125,157928.0
236063,0.000000,11,6,78125,157938.0
236069,0.000000,5,8,78125,157944.0
236077,0.000000,1,10,78125,157952.0
236087,0.000000,11,20,78125,157962.0
236107,0.000000,7,4,78125,157982.0
236111,0.000000,11,18,78125,157986.0
236129,0.000000,5,14,78125,158004.0
236143,0.000000,7,10,78125,158018.0
236153,0.000000,5,14,78125,158028.0
236167,0.000000,7,40,78125,158042.0
236207,0.000000,11,2,78125,158082.0
236209,0.000000,1,10,78125,158084.0
236219,0.000000,11,12,78125,158094.0
236231,0.000000,11,30,78125,158106.0
236261,0.000000,5,26,78125,158136.0
236287,0.000000,7,6,78125,158162.0
236293,0.000000,1,4,78125,158168.0
236297,0.000000,5,26,78125,158172.0
236323,0.000000,7,6,78125,158198.0
236329,0.000000,1,4,78125,158204.0
236333,0.000000,5,6,78125,158208.0
236339,0.000000,11,38,78125,158214.0
236377,0.000000,1,4,78125,158252.0
236381,0.000000,5,6,78125,158256.0
236387,0.000000,11,12,78125,158262.0
236399,0.000000,11,8,78125,158274.0
236407,0.000000,7,22,78125,158282.0
236429,0.000000,5,20,78125,158304.0
236449,0.000000,1,12,78125,158324.0
236461,0.000000,1,10,78125,158336.0
236471,0.000000,11,6,78125,158346.0
236477,0.000000,5,2,78125,158352.0
236479,0.000000,7,24,78125,158354.0
236503,0.000000,7,4,78125,158378.0
236507,0.000000,11,12,78125,158382.0
236519,0.000000,11,8,78125,158394.0
236527,0.000000,7,22,78125,158402.0
236549,0.000000,5,14,78125,158424.0
236563,0.000000,7,10,78125,158438.0
236573,0.000000,5,36,78125,158448.0
236609,0.000000,5,18,78125,158484.0
236627,0.000000,11,14,78125,158502.0
236641,0.000000,1,12,78125,158516.0
236653,0.000000,1,6,78125,158528.0
236659,0.000000,7,22,78125,158534.0
236681,0.000000,5,18,78125,158556.0
236699,0.000000,11,2,78125,158574.0
236701,0.000000,1,6,78125,158576.0
236707,0.000000,7,6,78125,158582.0
236713,0.000000,1,10,78125,158588.0
236723,0.000000,11,6,78125,158598.0
236729,0.000000,5,8,78125,158604.0
236737,0.000000,1,12,78125,158612.0
236749,0.000000,1,22,78125,158624.0
236771,0.000000,11,2,78125,158646.0
236773,0.000000,1,6,78125,158648.0
236779,0.000000,7,4,78125,158654.0
236783,0.000000,11,24,78125,158658.0
236807,0.000000,11,6,78125,158682.0
236813,0.000000,5,54,78125,158688.0
236867,0.000000,11,2,78125,158742.0
236869,0.000000,1,10,78125,158744.0
236879,0.000000,11,2,78125,158754.0
236881,0.000000,1,10,78125,158756.0
236891,0.000000,11,2,78125,158766.0
236893,0.000000,1,4,78125,158768.0
236897,0.000000,5,12,78125,158772.0
236909,0.000000,5,8,78125,158784.0
236917,0.000000,1,30,78125,158792.0
236947,0.000000,7,34,78125,158822.0
236981,0.000000,5,2,78125,158856.0
236983,0.000000,7,10,78125,158858.0
236993,0.000000,5,18,78125,158868.0
237011,0.000000,11,8,78125,158886.0
237019,0.000000,7,24,78125,158894.0
237043,0.000000,7,10,78125,158918.0
237053,0.000000,5,14,78125,158928.0
237067,0.000000,7,4,78125,158942.0
237071,0.000000,11,2,78125,158946.0
