iteration,original,freq5,freq7,freq11,freq13,freq17,freq19,freq23,freq29,freq31
358,1270360728.600000,-778613051.242674,1270135052.041050,-245877643.253236,1124563093.643831,339061805.617823,740227102.300056,852012617.670699,1184066537.529426,-384964105.922182
359,1270360728.600000,-762750274.911166,1269301418.415835,-202669034.461310,1099498900.504494,403932324.625835,677320288.588537,917816117.297490,1221026805.528813,-500855881.756126
360,1270360728.600000,-746699301.362601,1267853961.888413,-159218417.908545,1072601038.618065,467650974.964058,612000948.437587,978829764.488599,1247859147.530188,-612000948.437583
361,1270360728.600000,-730464090.934526,1265793382.435918,-115577678.119117,1043914366.391119,530036054.123115,544501740.808949,1034735144.301094,1264341000.054264,-717345962.431025
362,1270360728.600000,-714048649.422182,1263120676.536287,-71798926.643991,1013486725.485247,590909662.455554,475063089.067751,1085240500.560051,1270335652.766820,-815892548.434688
363,1270360728.600000,-697457027.090131,1259837136.686376,-27934439.834335,981368861.030027,650098210.481210,403932324.625830,1130082258.460968,1265793382.435918,-906706761.178547
364,1270360728.600000,-680693317.672921,1255944350.776917,15963403.581831,947614336.993782,707432913.901507,331362805.979557,1169026400.100630,1250751865.366094,-988927936.606315
365,1270360728.600000,-663761657.365008,1251444201.324634,59842185.045260,912279446.853263,762750274.911167,257613016.279927,1201869685.757952,1225335864.888583,-1061776848.557038
366,1270360728.600000,-646666223.800218,1246338864.561865,103649508.758642,875423119.711272,815892548.434688,182945642.649337,1228440714.551171,1189756196.499679,-1124563093.643829
367,1270360728.600000,-629411235.020980,1240630809.384165,147333064.252603,837106822.018733,866708191.958193,107626640.524360,1248600818.936117,1144307979.231047,-1176691634.341805
368,1270360728.600000,-612000948.437582,1234322796.156366,190840688.849809,797394455.065179,915052297.673757,31924286.357184,1262244788.377398,1089368187.756088,-1217668438.275090
369,1270360728.600000,-594439659.777725,1227417875.377686,234120429.952580,756352248.408571,960787005.704004,-43891777.950067,1269301418.415835,1025392525.536753,-1247105160.258254
370,1270360728.600000,-576731702.026609,1219919386.206541,277120607.079676,714048649.422180,1003781897.228524,-119551505.474622,1269733882.266691,952911644.946679,-1264722822.719615
371,1270360728.600000,-558881444.357840,1211830954.845751,319789873.578116,670554209.142772,1043914366.391121,-194785406.144894,1263539923.009446,872526745.723296,-1270354459.626237
372,1270360728.600000,-540893291.055398,1203156492.788948,362077277.936391,625941464.610429,1081069969.927284,-269325506.628963,1250751865.366095,784904588.257949,-1263946698.853675
373,1270360728.600000,-522771680.426948,1193900194.929005,403932324.625830,580284817.896244,1115142753.514944,-342906304.820586,1231436447.006525,690771963.086748,-1245560268.004050
374,1270360728.600000,-504521083.708752,1184066537.529425,445305034.397472,533660412.019681,1146035553.917794,-415265715.523067,1205694470.261323,590909662.455553,-1215369418.878677
375,1270360728.600000,-486146003.962464,1173660276.059665,486146003.962463,486146003.962463,1173660276.059667,-486146003.962463,1173660276.059665,486146003.962459,-1173660276.059664
376,1270360728.600000,-467650974.964056,1162686442.895427,526406464.984675,437820834.990811,1197938144.239765,-555294703.805227,1135501042.837662,377349959.996697,-1120828125.251293
377,1270360728.600000,-449040560.085189,1151150344.885046,566038342.315143,388765498.502322,1218799926.772430,-622465516.410328,1091415914.075956,265423949.962301,-1057373667.080081
378,1270360728.600000,-430319351.167258,1139057560.783152,604994311.398758,339061805.617821,1236186133.410830,-687419188.112839,1041634959.019789,151296355.072310,-983898271.856997
379,1270360728.600000,-411491967.388432,1126413938.552822,643227854.784665,288792648.742395,1250047184.991596,-749924362.414290,986417972.005233,35913817.800224,-901098280.273431
380,1270360728.600000,-392563054.123940,1113225592.537569,680693317.672920,238041863.323146,1260343554.816632,-809758404.044264,926053116.657608,-79766610.138431,-809758404.044264
381,1270360728.600000,-373537281.799891,1099498900.504494,717345962.431023,186894088.034168,1267045881.368944,-866708191.958194,860855422.037715,-194785406.144898,-710744289.041443
382,1270360728.600000,-354419344.740915,1085240500.560053,753142022.015280,135434623.622004,1270135052.041051,-920570878.446684,791165138.584056,-308188535.591061,-604994311.398760
383,1270360728.600000,-335213960.011916,1070457287.939931,788038752.233173,83749290.646903,1269602257.637212,-971154611.652594,717345962.431025,-419035365.152751,-493510684.337696
384,1270360728.600000,-315925866.254197,1055156411.674564,821994482.784332,31924286.357184,1265449017.494068,-1018279218.922271,639783137.369869,-526406464.984675,-377349959.996701
385,1270360728.600000,-296559822.516280,1039345271.131938,854968667.019192,-19953959.064599,1257687175.148043,-1061776848.557040,558881444.357842,-629411235.020981,-257613016.279927
386,1270360728.600000,-277120607.079677,1023031512.439306,886921930.355870,-71798926.643989,1246338864.561865,-1101492567.679034,475063089.067751,-727195292.144389,-135434623.622011
387,1270360728.600000,-257613016.279922,1006223024.785609,917816117.297490,-123524152.905042,1231436447.006525,-1137284914.081885,388765498.502324,-818947556.950394,-11972690.546717
388,1270360728.600000,-238041863.323147,988927936.606316,947614336.993782,-175043374.068146,1213022418.778652,-1169026400.100631,300439038.172232,-903906981.324479,111602710.058586
389,1270360728.600000,-218411977.098494,971154611.652597,976281007.292565,-226270669.914844,1191149290.016476,-1196603966.706122,210544661.751267,-981368861.030034,234120429.952573
390,1270360728.600000,-198728200.986659,952911644.946676,1003781897.228523,-277120607.079681,1165879434.959922,-1219919386.206541,119551505.474627,-1050690680.946341,354419344.740907
391,1270360728.600000,-178995391.664865,934207858.625367,1030084167.898503,-327508381.530076,1137284914.081887,-1238889612.121603,27934439.834339,-1111297444.473030,471359358.079187
392,1270360728.600000,-159218417.908544,915052297.673757,1055156411.674564,-377349959.996702,1105447268.597861,-1253447074.983286,-63828408.650863,-1162686442.895429,583832206.588998
393,1270360728.600000,-139402159.390040,895454225.551138,1078968689.707922,-426562220.118353,1070457287.939931,-1263539923.009445,-155258152.658067,-1204431425.151093,690771963.086752
394,1270360728.600000,-119551505.474625,875423119.711273,1101492567.679034,-475063089.067751,1032414750.858192,-1269132206.793099,-245877643.253231,-1236186133.410830,791165138.584060
395,1270360728.600000,-99671354.014122,854968667.019193,1122701149.751110,-522771680.426948,991428140.887915,-1270204007.349517,-335213960.011915,-1257687175.148043,884060287.321079
396,1270360728.600000,-79766610.138431,834100759.066709,1142569110.686520,-569608429.084148,947614336.993781,-1266751507.065048,-422800879.072538,-1268756207.873767,968577023.804113
397,1270360728.600000,-59842185.045261,812829487.388922,1161072726.087747,-615495223.926918,901098280.273431,-1258787003.294960,-508181306.241958,-1269301418.415835,1043914366.391116
398,1270360728.600000,-39902994.788370,791165138.584055,1178189900.726758,-660355538.110562,852012617.670696,-1246338864.561865,-590909662.455553,-1259318284.472197,1109358328.351355
399,1270360728.600000,-19953959.064596,769118189.338944,1193900194.929004,-704114556.684318,800497323.714583,-1229451429.510745,-670554209.142774,-1238889612.121603,1164288684.457312
400,1270360728.600000,0.000000,746699301.362601,1208184848.980488,-746699301.362601,746699301.362598,-1208184848.980490,-746699301.362601,-1208184848.980489,1208184848.980489
401,1270360728.600000,19953959.064596,723919316.230303,1221026805.528811,-788038752.233176,690771963.086752,-1182614871.754458,-818947556.950390,-1167458678.703193,1240630809.384165
402,1270360728.600000,39902994.788370,700789250.140713,1232410729.951409,-828063966.199278,632874793.396739,-1152832574.753205,-886921930.355870,-1117048908.483539,1261319068.955574
403,1270360728.600000,59842185.045261,677320288.588537,1242323028.666672,-866708191.958194,573172894.047907,-1118944038.630378,-950267680.349412,-1057373667.080076,1270053561.012395
404,1270360728.600000,79766610.138431,653523780.955319,1250751865.366095,-903906981.324483,511836513.230832,-1081069969.927287,-1008654221.327668,-988927936.606318,1266751507.065048
405,1270360728.600000,99671354.014122,629411235.020979,1257687175.148043,-939598296.712245,449040560.085185,-1039345271.131939,-1061776848.557038,-912279446.853263,1251444201.324635
406,1270360728.600000,119551505.474625,604994311.398758,1263120676.536287,-973722614.597132,384964105.922187,-993918560.174020,-1109358328.351356,-828063966.199279,1224276714.121568
407,1270360728.600000,139402159.390040,580284817.896244,1267045881.368944,-1006223024.785610,319789873.578114,-944951641.067213,-1151150344.885046,-736980028.167192,1185506517.045694
408,1270360728.600000,159218417.908544,555294703.805227,1269458102.546009,-1037045325.325861,253703716.354976,-892618927.584435,-1186934796.091247,-639783137.369865,1135501042.837665
409,1270360728.600000,178995391.664865,530036054.123115,1270354459.626237,-1066138112.902074,186894088.034170,-837106822.018736,-1216524931.881856,-537279502.903433,1074734203.156981
410,1270360728.600000,198728200.986659,504521083.708752,1269733882.266690,-1093452868.561370,119551505.474627,-778613051.242676,-1239766328.749459,-430319351.167253,1003781897.228524
411,1270360728.600000,218411977.098493,478762131.375414,1267597111.500836,-1118944038.630381,51868005.327685,-717345962.431025,-1256537695.664956,-319789873.578118,923316553.932963
412,1270360728.600000,238041863.323148,452771653.923861,1263946698.853676,-1142569110.686523,-15963403.581831,-653523780.955321,-1266751507.065048,-206607867.674407,834100759.066709
413,1270360728.600000,257613016.279922,426562220.118350,1258787003.294960,-1164288684.457312,-83749290.646905,-587373833.093582,-1270354459.626237,-91712132.649494,736980028.167195
414,1270360728.600000,277120607.079677,400146504.608491,1252124186.034133,-1184066537.529428,-151296355.072310,-519131736.323787,-1267327750.441518,23944317.609842,632874793.396739
415,1270360728.600000,296559822.516280,373537281.799892,1243966203.163207,-1201869685.757954,-218411977.098496,-449040560.085189,-1257687175.148043,139402159.390037,522771680.426952
416,1270360728.600000,315925866.254196,346747419.676571,1234322796.156366,-1217668438.275090,-284904767.283333,-377349959.996697,-1241483045.493645,253703716.354976,407714157.994206
417,1270360728.600000,335213960.011916,319789873.578119,1223205480.237647,-1231436447.006526,-350585112.275506,-304315288.616163,-1218799926.772429,365900903.085757,288792648.742395
418,1270360728.600000,354419344.740915,292677679.934610,1210627530.630563,-1243150750.612954,-415265715.523072,-230196685.907893,-1189756196.499682,475063089.067751,167134195.074263
419,1270360728.600000,373537281.799891,265423949.962299,1196603966.706123,-1252791812.783419,-478762131.375416,-155258152.658071,-1154503426.629268,580284817.896250,43891777.950071
420,1270360728.600000,392563054.123940,238041863.323148,1181151534.048147,-1260343554.816632,-540893291.055399,-79766610.138431,-1113225592.537570,680693317.672922,-79766610.138431
421,1270360728.600000,411491967.388432,210544661.751270,1164288684.457312,-1265793382.435919,-601482019.001951,-3990949.367525,-1066138112.902074,775455740.297554,-202669034.461309
422,1270360728.600000,430319351.167257,182945642.649337,1146035553.917793,-1269132206.793099,-660355538.110562,71798926.643984,-1013486725.485250,863786069.607844,-323650724.705091
423,1270360728.600000,449040560.085189,155258152.658069,1126413938.552823,-1270354459.626237,-717345962.431029,147333064.252603,-955546204.690712,944951641.067210,-441565113.728844
424,1270360728.600000,467650974.964057,127495581.201934,1105447268.597863,-1269458102.546008,-772290775.917336,222342420.721632,-892618927.584435,1018279218.922277,-555294703.805223
425,1270360728.600000,486146003.962464,99671354.014121,1083160580.422490,-1266444630.435185,-825033295.864584,296559822.516277,-825033295.864584,1083160580.422489,-663761657.365010
426,1270360728.600000,504521083.708752,71798926.643989,1059580486.634375,-1261319068.955574,-875423119.711275,369720916.940910,-753142022.015282,1139057560.783154,-765938011.874536
427,1270360728.600000,522771680.426947,43891777.950071,1034735144.301095,-1254089966.166560,-923316553.932965,441565113.728843,-677320288.588540,1185506517.045695,-860855422.037708
428,1270360728.600000,540893291.055398,15963403.581831,1008654221.327670,-1244769378.269243,-968577023.804119,511836513.230836,-597963790.220438,1222122173.809463,-947614336.993778
429,1270360728.600000,558881444.357840,-11972690.546722,981368861.030030,-1233372849.499933,-1011075462.859774,580284817.896246,-515486668.599966,1248600818.936117,-1025392525.536753
430,1270360728.600000,576731702.026609,-39902994.788370,952911644.946678,-1219919386.206540,-1050690680.946341,646666223.800216,-430319351.167261,1264722822.719616,-1093452868.561370
431,1270360728.600000,594439659.777725,-67814002.295839,923316553.932963,-1204431425.151093,-1087309709.812006,710744289.041439,-342906304.820590,1270354459.626237,-1151150344.885046
432,1270360728.600000,612000948.437582,-95692215.553576,892618927.584435,-1186934796.091249,-1120828125.251295,772290775.917332,-253703716.354976,1265449017.494068,-1197938144.239763
433,1270360728.600000,629411235.020979,-123524152.905039,860855422.037715,-1167458678.703193,-1151150344.885046,831086463.876930,-163177111.737513,1250047184.991594,-1233372849.499933
434,1270360728.600000,646666223.800218,-151296355.072310,828063966.199278,-1146035553.917791,-1178189900.726759,886921930.355870,-71798926.643989,1224276714.121568,-1257118639.033223
435,1270360728.600000,663761657.365008,-178995391.664865,794283716.454428,-1122701149.751110,-1201869685.757953,939598296.712239,19953959.064592,1188351360.569548,-1268950469.347851
436,1270360728.600000,680693317.672922,-206607867.674412,759555009.910522,-1097494381.719689,-1222122173.809462,988927936.606315,111602710.058581,1142569110.686520,-1268756207.873767
437,1270360728.600000,697457027.090131,-234120429.952580,723919316.230305,-1070457287.939931,-1238889612.121603,1034735144.301094,202669034.461308,1087309709.812009,-1256537695.664956
438,1270360728.600000,714048649.422181,-261519773.668403,687419188.112844,-1041634959.019789,-1252124186.034133,1076856760.503191,292677679.934610,1023031512.439305,-1232410729.951409
439,1270360728.600000,730464090.934526,-288792648.742398,650098210.481212,-1011075462.859772,-1261788155.336330,1115142753.514941,381158913.901740,950267680.349415,-1196603966.706122
440,1270360728.600000,746699301.362601,-315925866.254197,612000948.437583,-978829764.488599,-1267853961.888413,1149456753.627721,467650974.964054,869621760.248590,-1149456753.627727
441,1270360728.600000,762750274.911166,-342906304.820591,573172894.047910,-944951641.067213,-1270304308.207366,1179676538.853044,551702482.718067,781762677.591325,-1091415914.075956
442,1270360728.600000,778613051.242674,-369720916.940914,533660412.019686,-909497592.202932,-1269132206.793098,1205694470.261322,632874793.396739,687419188.112835,-1023031512.439308
443,1270360728.600000,794283716.454426,-396356735.306697,493510684.337697,-872526745.723292,-1264341000.054263,1227417875.377686,710744289.041443,587373833.093574,-944951641.067216
444,1270360728.600000,809758404.044265,-422800879.072539,452771653.923863,-834100759.066706,-1255944350.776917,1244769378.269242,784904588.257952,482456448.494117,-857916278.172105
445,1270360728.600000,825033295.864580,-449040560.085187,411491967.388433,-794283716.454421,-1243966203.163205,1257687175.148043,854968667.019195,373537281.799887,-762750274.911163
446,1270360728.600000,840104623.064380,-475063089.067751,369720916.940917,-753142022.015282,-1228440714.551170,1266125254.508105,920570878.446683,261519773.668405,-660355538.110566
447,1270360728.600000,854968667.019193,-500855881.756134,327508381.530078,-710744289.041443,-1209412158.010395,1270053561.012395,981368861.030026,147333064.252603,-551702482.718075
448,1270360728.600000,869621760.248590,-526406464.984677,284904767.283334,-667161225.559864,-1186934796.091247,1269458102.546009,1037045325.325858,31924286.357188,-437820834.990812
449,1270360728.600000,884060287.321075,-551702482.718070,241960947.316627,-622465516.410324,-1161072726.087746,1264341000.054264,1087309709.812006,-83749290.646905,-319789873.578118
450,1270360728.600000,898280685.746143,-576731702.026610,198728200.986660,-576731702.026608,-1131899697.255286,1254720479.988164,1131899697.255288,-198728200.986656,-198728200.986660
451,1270360728.600000,912279446.853265,-601482019.001949,155258152.658071,-530036054.123115,-1099498900.504493,1240630809.384165,1170582583.679453,-312058740.869528,-75783142.365722
452,1270360728.600000,926053116.657606,-625941464.610429,111602710.058587,-482456448.494121,-1063962731.170862,1222122173.809462,1203156492.788946,-422800879.072546,47880127.917642
453,1270360728.600000,939598296.712242,-650098210.481210,67814002.295841,-434072235.137892,-1025392525.536750,1199260498.607550,1229451429.510745,-530036054.123115,171089628.863982
454,1270360728.600000,952911644.946676,-673940574.626352,23944317.609843,-384964105.922186,-983898271.856995,1172127214.080758,1249330167.156042,-632874793.396747,292677679.934605
455,1270360728.600000,965989876.491442,-697457027.090132,-19953959.064594,-335213960.011910,-939598296.712242,1140818965.446147,1262688963.571994,-730464090.934525,411491967.388427
456,1270360728.600000,978829764.488600,-720636195.524823,-63828408.650861,-284904767.283332,-892618927.584435,1105447268.597863,1269458102.546009,-821994482.784335,526406464.984679
457,1270360728.600000,991428140.887916,-743466870.690261,-107626640.524358,-234120429.952582,-843094132.616559,1066138112.902076,1269602257.637212,-906706761.178547,636332105.553800
458,1270360728.600000,1003781897.228524,-765938011.874534,-151296355.072307,-182945642.649333,-791165138.584056,1023031512.439308,1263120676.536288,-983898271.856995,740227102.300056
459,1270360728.600000,1015887985.405903,-788038752.233173,-194785406.144891,-131465751.168914,-736980028.167192,976281007.292567,1250047184.991595,-1052928742.301256,837106822.018726
460,1270360728.600000,1027743418.423940,-809758404.044264,-238041863.323146,-79766610.138431,-680693317.672922,926053116.657608,1230450010.281061,-1113225592.537570,926053116.657605
461,1270360728.600000,1039345271.131937,-831086463.876929,-281014073.929233,-27934439.834330,-622465516.410324,872526745.723296,1204431425.151093,-1164288684.457314,1006223024.785608
462,1270360728.600000,1050690680.946339,-852012617.670699,-323650724.705091,23944317.609842,-562462668.976226,815892548.434691,1172127214.080756,-1205694470.261322,1076856760.503189
463,1270360728.600000,1061776848.557039,-872526745.723294,-365900903.085748,75783142.365722,-500855881.756130,756352248.408573,1133705964.656565,-1237099505.618475,1137284914.081885
464,1270360728.600000,1072601038.618066,-892618927.584433,-407714157.994198,127495581.201940,-437820834.990812,694117920.420267,1089368187.756092,-1258243298.398192,1186934796.091251
465,1270360728.600000,1083160580.422488,-912279446.853265,-449040560.085185,178995391.664865,-373537281.799887,629411235.020981,1039345271.131939,-1268950469.347852,1225335864.888582
466,1270360728.600000,1093452868.561371,-931498795.877135,-489830761.366007,230196685.907889,-308188535.591052,562462668.976230,983898271.856995,-1269132206.793099,1252124186.034132
467,1270360728.600000,1103475363.566622,-950267680.349412,-530036054.123115,281014073.929237,-241960947.316619,493510684.337697,923316553.932963,-1258787003.294961,1267045881.368944
468,1270360728.600000,1113225592.537570,-968577023.804116,-569608429.084144,331362805.979557,-175043374.068141,422800879.072542,857916278.172108,-1238000668.153434,1269959535.067833
469,1270360728.600000,1122701149.751111,-986417972.005230,-608500632.745961,381158913.901744,-107626640.524355,350585112.275506,788038752.233180,-1206945615.653886,1260837533.864822
470,1270360728.600000,1131899697.255288,-1003781897.228523,-646666223.800216,430319351.167261,-39902994.788368,277120607.079678,714048649.422188,-1165879434.959920,1239766328.749460
471,1270360728.600000,1140818965.446147,-1020660402.433847,-684059628.589064,478762131.375416,27934439.834339,202669034.461313,636332105.553796,-1115142753.514941,1206945615.653888
472,1270360728.600000,1149456753.627723,-1037045325.325861,-720636195.524821,526406464.984679,95692215.553578,127495581.201936,555294703.805223,-1055156411.674562,1162686442.895429
473,1270360728.600000,1157810930.555031,-1052928742.301253,-756352248.408569,573172894.047914,163177111.737517,51868005.327690,471359358.079191,-986417972.005230,1107408263.310851
474,1270360728.600000,1165879434.959923,-1068302972.280525,-791165138.584053,618983424.726879,230196685.907893,-23944317.609838,384964105.922191,-909497592.202932,1041634959.019792
475,1270360728.600000,1173660276.059665,-1083160580.422489,-825033295.864577,663761657.365006,296559822.516286,-99671354.014118,296559822.516282,-825033295.864580,965989876.491440
476,1270360728.600000,1181151534.048146,-1097494381.719693,-857916278.172108,707432913.901507,362077277.936398,-175043374.068141,206607867.674412,-733725680.338988,881189918.968152
477,1270360728.600000,1188351360.569551,-1111297444.473027,-889774819.829281,749924362.414293,426562220.118353,-249791912.476769,115577678.119115,-636332105.553792,788038752.233173
478,1270360728.600000,1195257979.174418,-1124563093.643831,-920570878.446687,791165138.584056,489830761.366010,-323650724.705091,23944317.609838,-533660412.019681,687419188.112850
479,1270360728.600000,1201869685.757953,-1137284914.081887,-950267680.349409,831086463.876930,551702482.718067,-396356735.306692,-67814002.295831,-426562220.118344,580284817.896246
480,1270360728.600000,1208184848.980489,-1149456753.627724,-978829764.488599,869621760.248593,612000948.437583,-467650974.964054,-159218417.908538,-315925866.254195,467650974.964059
481,1270360728.600000,1214201910.669997,-1161072726.087747,-1006223024.785610,906706761.178550,670554209.142774,-537279502.903433,-249791912.476774,-202669034.461304,350585112.275506
482,1270360728.600000,1219919386.206541,-1172127214.080757,-1032414750.858192,942279618.849441,727195292.144392,-604994311.398756,-339061805.617819,-87731144.583686,230196685.907893
483,1270360728.600000,1225335864.888583,-1182614871.754457,-1057373667.080076,976281007.292569,781762677.591321,-670554209.142774,-426562220.118348,27934439.834330,107626640.524355
484,1270360728.600000,1230450010.281059,-1192530627.370665,-1081069969.927282,1008654221.327671,834100759.066709,-733725680.338981,-511836513.230836,143368319.315038,-15963403.581827
485,1270360728.600000,1235260560.545116,-1201869685.757953,-1103475363.566622,1039345271.131936,884060287.321076,-794283716.454425,-594439659.777717,257613016.279918,-139402159.390033
486,1270360728.600000,1239766328.749460,-1210627530.630562,-1124563093.643831,1068302972.280526,931498795.877139,-852012617.670696,-673940574.626352,369720916.940922,-261519773.668396
487,1270360728.600000,1243966203.163206,-1218799926.772429,-1144307979.231045,1095479031.108419,976281007.292567,-906706761.178547,-749924362.414294,478762131.375416,-381158913.901744
488,1270360728.600000,1247859147.530188,-1226382922.085300,-1162686442.895427,1120828125.251295,1018279218.922274,-958171333.579470,-821994482.784328,583832206.589006,-497185736.558162
489,1270360728.600000,1251444201.324634,-1233372849.499933,-1179676538.853044,1144307979.231048,1057373667.080078,-1006223024.785608,-889774819.829278,684059628.589068,-608500632.745961
490,1270360728.600000,1254720479.988164,-1239766328.749460,-1195257979.174417,1165879434.959924,1093452868.561373,-1050690680.946339,-952911644.946673,778613051.242672,-714048649.422173
491,1270360728.600000,1257687175.148043,-1245560268.004050,-1209412158.010395,1185506517.045695,1126413938.552823,-1091415914.075954,-1011075462.859772,866708191.958193,-812829487.388919
492,1270360728.600000,1260343554.816631,-1250751865.366095,-1222122173.809461,1203156492.788950,1156162884.022603,-1128253666.210991,-1063962731.170864,947614336.993780,-903906981.324479
493,1270360728.600000,1262688963.571995,-1255338610.225182,-1233372849.499934,1218799926.772430,1182614871.754458,-1161072726.087745,-1111297444.473026,1020660402.433847,-986417972.005227
494,1270360728.600000,1264722822.719616,-1259318284.472198,-1243150750.612953,1232410729.951409,1205694470.261323,-1189756196.499681,-1152832574.753201,1085240500.560056,-1059580486.634376
495,1270360728.600000,1266444630.435186,-1262688963.571995,-1251444201.324633,1243966203.163207,1225335864.888584,-1214201910.669997,-1188351360.569552,1140818965.446151,-1122701149.751112
496,1270360728.600000,1267853961.888413,-1265449017.494068,-1258243298.398192,1253447074.983286,1241483045.493646,-1234322796.156365,-1217668438.275090,1186934796.091251,-1175181754.485475
497,1270360728.600000,1268950469.347851,-1267597111.500836,-1263539923.009445,1260837533.864822,1254089966.166560,-1250047184.991594,-1240630809.384164,1223205480.237646,-1216524931.881854
498,1270360728.600000,1269733882.266690,-1269132206.793099,-1267327750.441518,1266125254.508106,1263120676.536288,-1261319068.955573,-1257118639.033223,1249330167.156044,-1246338864.561865
499,1270360728.600000,1270204007.349517,-1270053561.012395,-1269602257.637211,1269301418.415835,1268549424.288129,-1268098299.069240,-1267045881.368944,1265092163.081297,-1264341000.054263
500,1270360728.600000,1270360728.600000,-1270360728.600000,-1270360728.600000,1270360728.600000,1270360728.600000,-1270360728.600000,-1270360728.600000,1270360728.600000,-1270360728.600000
501,1270360728.600000,1270204007.349517,-1270053561.012395,-1269602257.637212,1269301418.415835,1268549424.288129,-1268098299.069240,-1267045881.368944,1265092163.081298,-1264341000.054264
502,1270360728.600000,1269733882.266691,-1269132206.793099,-1267327750.441518,1266125254.508105,1263120676.536288,-1261319068.955574,-1257118639.033223,1249330167.156043,-1246338864.561864
503,1270360728.600000,1268950469.347851,-1267597111.500836,-1263539923.009446,1260837533.864821,1254089966.166560,-1250047184.991595,-1240630809.384167,1223205480.237645,-1216524931.881858
504,1270360728.600000,1267853961.888413,-1265449017.494068,-1258243298.398193,1253447074.983286,1241483045.493645,-1234322796.156367,-1217668438.275091,1186934796.091246,-1175181754.485477
505,1270360728.600000,1266444630.435186,-1262688963.571994,-1251444201.324634,1243966203.163206,1225335864.888583,-1214201910.669998,-1188351360.569550,1140818965.446145,-1122701149.751114
506,1270360728.600000,1264722822.719616,-1259318284.472198,-1243150750.612954,1232410729.951409,1205694470.261322,-1189756196.499682,-1152832574.753203,1085240500.560053,-1059580486.634374
507,1270360728.600000,1262688963.571995,-1255338610.225182,-1233372849.499934,1218799926.772429,1182614871.754457,-1161072726.087748,-1111297444.473028,1020660402.433844,-986417972.005230
508,1270360728.600000,1260343554.816632,-1250751865.366095,-1222122173.809462,1203156492.788947,1156162884.022601,-1128253666.210993,-1063962731.170867,947614336.993783,-903906981.324482
509,1270360728.600000,1257687175.148043,-1245560268.004050,-1209412158.010396,1185506517.045694,1126413938.552821,-1091415914.075956,-1011075462.859774,866708191.958190,-812829487.388929
510,1270360728.600000,1254720479.988164,-1239766328.749460,-1195257979.174419,1165879434.959922,1093452868.561370,-1050690680.946341,-952911644.946676,778613051.242676,-714048649.422184
511,1270360728.600000,1251444201.324634,-1233372849.499933,-1179676538.853046,1144307979.231045,1057373667.080076,-1006223024.785611,-889774819.829280,684059628.589064,-608500632.745965
512,1270360728.600000,1247859147.530188,-1226382922.085300,-1162686442.895428,1120828125.251293,1018279218.922271,-958171333.579473,-821994482.784332,583832206.588994,-497185736.558166
513,1270360728.600000,1243966203.163206,-1218799926.772429,-1144307979.231046,1095479031.108419,976281007.292563,-906706761.178550,-749924362.414297,478762131.375412,-381158913.901748
514,1270360728.600000,1239766328.749460,-1210627530.630563,-1124563093.643833,1068302972.280524,931498795.877135,-852012617.670699,-673940574.626356,369720916.940910,-261519773.668400
515,1270360728.600000,1235260560.545117,-1201869685.757953,-1103475363.566624,1039345271.131936,884060287.321073,-794283716.454428,-594439659.777721,257613016.279922,-139402159.390037
516,1270360728.600000,1230450010.281059,-1192530627.370664,-1081069969.927284,1008654221.327668,834100759.066705,-733725680.338984,-511836513.230841,143368319.315034,-15963403.581841
517,1270360728.600000,1225335864.888584,-1182614871.754457,-1057373667.080078,976281007.292563,781762677.591318,-670554209.142777,-426562220.118353,27934439.834335,107626640.524360
518,1270360728.600000,1219919386.206541,-1172127214.080758,-1032414750.858194,942279618.849438,727195292.144389,-604994311.398760,-339061805.617823,-87731144.583691,230196685.907889
519,1270360728.600000,1214201910.669998,-1161072726.087747,-1006223024.785613,906706761.178547,670554209.142770,-537279502.903437,-249791912.476778,-202669034.461309,350585112.275501
520,1270360728.600000,1208184848.980489,-1149456753.627722,-978829764.488602,869621760.248586,612000948.437579,-467650974.964058,-159218417.908543,-315925866.254190,467650974.964054
521,1270360728.600000,1201869685.757953,-1137284914.081886,-950267680.349411,831086463.876926,551702482.718063,-396356735.306701,-67814002.295836,-426562220.118357,580284817.896250
522,1270360728.600000,1195257979.174418,-1124563093.643831,-920570878.446690,791165138.584053,489830761.366007,-323650724.705094,23944317.609833,-533660412.019686,687419188.112838
523,1270360728.600000,1188351360.569551,-1111297444.473026,-889774819.829284,749924362.414290,426562220.118344,-249791912.476769,115577678.119111,-636332105.553803,788038752.233169
524,1270360728.600000,1181151534.048147,-1097494381.719692,-857916278.172112,707432913.901507,362077277.936393,-175043374.068145,206607867.674407,-733725680.338985,881189918.968149
525,1270360728.600000,1173660276.059665,-1083160580.422489,-825033295.864580,663761657.365006,296559822.516282,-99671354.014123,296559822.516277,-825033295.864584,965989876.491443
526,1270360728.600000,1165879434.959923,-1068302972.280525,-791165138.584056,618983424.726875,230196685.907889,-23944317.609842,384964105.922186,-909497592.202935,1041634959.019789
527,1270360728.600000,1157810930.555032,-1052928742.301253,-756352248.408576,573172894.047907,163177111.737513,51868005.327685,471359358.079187,-986417972.005233,1107408263.310849
528,1270360728.600000,1149456753.627724,-1037045325.325859,-720636195.524824,526406464.984675,95692215.553574,127495581.201931,555294703.805219,-1055156411.674564,1162686442.895423
529,1270360728.600000,1140818965.446147,-1020660402.433847,-684059628.589064,478762131.375412,27934439.834335,202669034.461308,636332105.553792,-1115142753.514944,1206945615.653886
